Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
42.154,8.407,6.385,21.914,0.916,9.579,5309,908,36.027,6.338,1.317,0.759,0.955
38.187,12.199,3.986,31.42,0.603,12.538,2989,915,38.157,4.688,3.061,0.327,0.856
146.796,22.479,8.315,179.894,0.659,22.711,951,916,7.125,8.451,2.704,0.37,0.928
64.967,11.684,7.08,29.693,0.896,12.319,566,924,30.964,7.559,1.65,0.606,0.929
174.569,28.313,7.85,171.799,0.523,28.727,5688,920,168.69,8.451,3.606,0.277,0.93
84.309,18.249,5.882,162.238,0.546,19.617,3515,925,158.962,6.956,3.102,0.322,0.876
52.569,8.601,7.782,7.111,0.845,9.579,5626,939,17.103,8.465,1.105,0.905,0.883
105.634,15.991,8.411,175.211,0.745,17.033,405,941,7.125,8.839,1.901,0.526,0.908
34.715,12.093,3.655,46.82,0.558,12.947,3406,952,45,4.482,3.309,0.302,0.838
58.024,12.189,6.061,40.595,0.704,13.099,768,955,36.254,7.422,2.011,0.497,0.883
79.845,10.804,9.41,45.709,0.979,11.721,2613,960,32.735,9.859,1.148,0.871,0.947
58.52,11.472,6.495,48.228,0.737,12.985,5487,967,40.601,7.469,1.766,0.566,0.897
101.666,16.56,7.817,27.819,0.737,17.393,3980,973,31.759,8.503,2.119,0.472,0.93
119.52,15.229,9.993,10.862,0.867,15.589,2355,976,18.435,10.467,1.524,0.656,0.934
126.959,18.059,8.951,21.088,0.675,20.043,4561,980,18.435,10.154,2.017,0.496,0.894
64.471,14.957,5.488,44.914,0.671,15.445,305,989,43.152,5.976,2.725,0.367,0.893
124.479,15.649,10.128,157.523,0.822,16.485,609,986,160.017,10.76,1.545,0.647,0.931
297.56,36.772,10.303,4.424,0.505,36.728,4820,987,175.601,11.972,3.569,0.28,0.897
160.682,17.188,11.903,23.075,0.867,17.996,2806,1005,30.579,12.154,1.444,0.692,0.945
131.918,17.848,9.411,35.358,0.763,18.751,4367,1009,34.287,10.634,1.896,0.527,0.919
146.796,14.247,13.119,14.261,0.93,15.202,5096,1010,13.392,13.227,1.086,0.921,0.928
255.902,27.45,11.87,10.288,0.654,28.116,5805,1019,22.068,12.844,2.313,0.432,0.912
163.162,16.861,12.321,26.201,0.708,20.313,4754,1029,33.69,13.049,1.368,0.731,0.898
146.3,19.256,9.673,142.061,0.725,19.731,1394,1012,124.824,10.266,1.991,0.502,0.902
404.682,34.581,14.9,11.068,0.624,38.527,5595,1034,18.104,16.831,2.321,0.431,0.93
85.301,16.543,6.565,65.881,0.529,18.962,1238,1046,68.199,7.73,2.52,0.397,0.839
401.21,34.011,15.02,7.357,0.653,35.909,5631,1044,11.31,16.467,2.264,0.442,0.911
828.209,64.042,16.466,4.341,0.508,62.929,2963,1058,5.136,17.172,3.889,0.257,0.919
31.74,10.804,3.74,9.295,0.658,10.773,537,1046,11.31,4.143,2.888,0.346,0.877
232.593,23.484,12.611,53.2,0.802,23.985,2009,1072,49.764,13.198,1.862,0.537,0.944
53.561,14.612,4.667,1.161,0.517,16.334,5517,1057,7.431,4.93,3.131,0.319,0.864
49.097,11.917,5.246,12.58,0.732,12.034,340,1067,20.556,5.94,2.272,0.44,0.884
205.316,31.381,8.33,36.518,0.434,35.211,1745,1090,36.87,9.468,3.767,0.265,0.895
71.91,15.545,5.89,7.306,0.695,15.381,615,1073,15.945,6.338,2.639,0.379,0.924
52.073,11.519,5.756,10.684,0.777,11.614,577,1082,14.036,6.187,2.001,0.5,0.897
839.119,61.716,17.312,22.994,0.518,59.109,4015,1110,21.675,18.921,3.565,0.281,0.902
43.146,8.804,6.24,2.279,0.853,9.579,509,1081,162.897,6.338,1.411,0.709,0.916
92.244,20.318,5.781,177.707,0.505,20.532,4803,1092,174.094,6.338,3.515,0.285,0.867
45.13,10.49,5.478,151.979,0.826,11.135,5360,1091,145.305,5.94,1.915,0.522,0.905
921.94,45.092,26.032,145.764,0.705,47.372,3633,1098,131.987,27.4,1.732,0.577,0.951
60.504,10.653,7.231,10.823,0.903,11.377,5735,1110,21.801,7.042,1.473,0.679,0.935
59.016,12.215,6.152,20.221,0.681,13.872,1819,1117,23.962,7.003,1.986,0.504,0.888
37.691,9.71,4.942,37.342,0.69,10.955,2916,1122,45,6.161,1.965,0.509,0.859
108.113,19.112,7.203,175.931,0.602,19.376,427,1123,160.907,7.746,2.653,0.377,0.867
54.553,11.084,6.267,151.745,0.888,11.355,3145,1128,150.255,6.614,1.769,0.565,0.921
101.17,16.198,7.953,171.685,0.632,18.106,5684,1133,166.504,8.451,2.037,0.491,0.883
61,10.478,7.413,143.798,0.925,11.355,5660,1139,150.255,7.967,1.413,0.707,0.928
58.52,15.123,4.927,159.234,0.6,14.805,4282,1142,154.654,5.755,3.069,0.326,0.831
57.032,9.404,7.722,151.147,0.876,10.563,5182,1147,143.13,8.451,1.218,0.821,0.92
60.008,9.393,8.135,50.557,0.87,11,1250,1164,39.806,8.451,1.155,0.866,0.92
65.463,14.277,5.838,26.714,0.635,14.705,2165,1164,16.699,6.614,2.446,0.409,0.843
123.487,20.599,7.633,168.193,0.64,21.545,356,1165,168.69,8.266,2.699,0.371,0.904
138.861,22.86,7.734,9.177,0.576,24.109,3870,1177,6.71,8.609,2.956,0.338,0.9
104.146,14.069,9.425,21.455,0.826,14.856,5012,1185,31.43,10.244,1.493,0.67,0.915
110.593,17.208,8.183,153.005,0.656,19.235,4649,1179,156.251,10.244,2.103,0.476,0.851
50.585,12.153,5.3,65.364,0.705,12.696,5922,1196,56.31,5.984,2.293,0.436,0.891
67.447,10.087,8.513,107.214,0.84,11.614,3487,1186,104.036,9.155,1.185,0.844,0.895
128.943,24.854,6.606,20.953,0.481,25.166,5847,1206,17.928,7.151,3.762,0.266,0.887
151.756,19.98,9.671,0.006,0.616,22.634,725,1207,174.644,11.268,2.066,0.484,0.868
154.731,17.779,11.081,175.379,0.77,19.478,1375,1206,167.471,11.268,1.604,0.623,0.92
74.886,12.252,7.782,124.197,0.826,12.319,3737,1208,120.964,8.286,1.574,0.635,0.896
137.869,15.728,11.161,152.94,0.918,16.62,3305,1212,143.616,11.653,1.409,0.71,0.959
196.39,23.487,10.646,23.652,0.714,25.244,5743,1230,22.989,12.11,2.206,0.453,0.928
267.308,27.518,12.368,169.286,0.676,28.727,5578,1221,168.69,12.967,2.225,0.449,0.937
369.966,38.025,12.388,173.134,0.496,41.573,1487,1227,169.261,14.789,3.069,0.326,0.889
319.877,26.957,15.109,12.204,0.804,27.859,4429,1246,20.726,15.493,1.784,0.56,0.953
144.317,21.82,8.421,41.094,0.673,22.113,1983,1256,37.235,9.461,2.591,0.386,0.901
321.365,21.845,18.731,141.323,0.832,23.829,5790,1245,161.03,19.526,1.166,0.857,0.918
251.934,26.969,11.894,130.576,0.539,30.938,2494,1244,138.691,15.094,2.267,0.441,0.819
428.982,35.624,15.332,31.017,0.506,41.316,5831,1279,29.624,17.007,2.323,0.43,0.866
535.112,48.997,13.905,28.478,0.51,48.448,326,1286,32.535,15.432,3.524,0.284,0.883
91.252,21.035,5.523,19.819,0.396,22.732,5611,1273,16.189,7.549,3.808,0.263,0.74
123.487,18.342,8.572,14.326,0.757,18.962,4441,1282,21.801,9.155,2.14,0.467,0.947
1034.517,56.448,23.335,16.464,0.529,62.866,2119,1294,9.673,26.154,2.419,0.413,0.882
720.591,41.479,22.119,25.922,0.656,46.978,252,1308,12.995,24.94,1.875,0.533,0.888
72.406,15.873,5.808,175.163,0.529,17.422,3990,1277,165.964,6.338,2.733,0.366,0.83
52.569,10.416,6.426,106.235,0.904,11.023,489,1280,116.565,6.338,1.621,0.617,0.951
235.568,28.877,10.387,40.648,0.638,28.493,2752,1328,50.013,11.453,2.78,0.36,0.923
10.415,5.11,2.595,105.282,0.88,5.363,5452,1299,113.199,2.817,1.969,0.508,0.875
52.073,10.817,6.129,150.984,0.873,11.135,1723,1303,145.305,6.836,1.765,0.567,0.905
1067.249,66.577,20.41,17.799,0.515,66.436,3883,1352,21.125,21.086,3.262,0.307,0.916
1874.132,63.74,37.437,172.386,0.743,69.608,2508,1329,168.917,41.163,1.703,0.587,0.943
22.813,7.193,4.038,7.656,0.795,7.873,5604,1319,10.305,4.225,1.781,0.561,0.868
20.829,5.51,4.813,169.395,0.808,6.493,645,1319,130.601,5.345,1.145,0.873,0.857
1100.476,75.079,18.663,147.513,0.465,74.051,727,1326,147.821,19.841,4.023,0.249,0.889
123.487,17.476,8.997,166.357,0.736,17.774,3362,1327,146.31,9.378,1.942,0.515,0.912
70.918,10.982,8.222,154.955,0.818,12.299,1410,1342,156.371,8.818,1.336,0.749,0.911
93.235,15.743,7.541,168.321,0.623,17.732,1544,1349,6.843,8.706,2.088,0.479,0.837
626.364,47.458,16.805,11.295,0.534,51.524,5776,1378,10.235,19.334,2.824,0.354,0.919
51.081,13.518,4.811,9.544,0.561,14.856,1864,1356,5.44,5.611,2.809,0.356,0.848
75.382,13.773,6.969,68.097,0.608,16.212,4169,1379,55.62,8.545,1.976,0.506,0.837
761.754,47.803,20.289,179.449,0.654,49.702,255,1374,172.674,22.535,2.356,0.424,0.927
132.91,21.966,7.704,24.843,0.582,22.381,2594,1379,24.146,9.216,2.851,0.351,0.856
615.949,60.69,12.922,173.596,0.39,62.644,5519,1382,171.597,15.391,4.697,0.213,0.845
48.601,10.123,6.113,9.833,0.755,10.75,5695,1388,31.608,7.042,1.656,0.604,0.891
60.008,12.342,6.191,157.103,0.775,12.947,5896,1390,157.62,6.614,1.994,0.502,0.903
54.553,11.584,5.996,29.597,0.752,12.928,427,1406,29.358,6.971,1.932,0.518,0.902
120.512,13.987,10.97,33.712,0.757,15.202,5709,1410,13.392,12.318,1.275,0.784,0.863
29.26,6.873,5.421,6.262,0.898,7.617,378,1408,33.69,5.634,1.268,0.789,0.915
715.136,33.192,27.433,68.296,0.891,34.679,3767,1450,66.038,28.321,1.21,0.827,0.967
64.967,13.176,6.278,168.921,0.689,14.705,326,1414,163.301,7.042,2.099,0.477,0.885
135.39,20.306,8.489,175.256,0.678,20.855,3201,1419,168.311,9.155,2.392,0.418,0.922
338.722,29.684,14.529,85.861,0.68,31.185,5773,1464,83.517,16.197,2.043,0.489,0.932
75.878,10.874,8.884,135.717,0.897,11.55,3496,1425,127.569,9.461,1.224,0.817,0.927
41.658,9.663,5.489,173.481,0.835,9.809,4776,1434,158.962,5.634,1.76,0.568,0.928
82.821,16.977,6.212,155.862,0.671,16.695,5923,1441,152.354,6.75,2.733,0.366,0.884
18.35,7.534,3.101,91.667,0.814,7.352,607,1447,106.699,2.817,2.429,0.412,0.961
17.854,5.689,3.996,41.009,0.903,6.493,951,1461,40.601,4.482,1.424,0.702,0.847
131.422,14.616,11.448,149.645,0.845,15.825,2449,1456,147.724,12.449,1.277,0.783,0.93
120.512,14.481,10.596,123.815,0.928,14.856,2054,1459,121.43,11.023,1.367,0.732,0.94
187.463,19.079,12.51,160.422,0.858,19.376,439,1466,160.907,12.694,1.525,0.656,0.94
118.528,17.92,8.422,176.393,0.754,18.645,1052,1475,169.114,8.451,2.128,0.47,0.934
259.869,20.195,16.384,5.459,0.835,23.229,4969,1492,14.036,16.692,1.233,0.811,0.94
62.984,13.627,5.885,6.148,0.434,17.954,3065,1485,11.31,7.042,2.316,0.432,0.756
127.455,15.635,10.38,72.67,0.82,17.393,546,1505,68.629,11.268,1.506,0.664,0.921
283.674,24.454,14.77,145.027,0.747,27.501,673,1491,140.194,16.628,1.656,0.604,0.949
165.146,35.914,5.855,0.587,0.327,36.789,5150,1504,5.492,6.875,6.134,0.163,0.813
147.292,20.383,9.201,23.58,0.659,21.842,2872,1518,20.772,9.939,2.215,0.451,0.917
103.65,14.188,9.302,27.771,0.822,15.169,4848,1521,21.801,10.264,1.525,0.656,0.923
76.374,14.71,6.61,164.671,0.563,17.018,1251,1515,155.556,7.746,2.225,0.449,0.893
412.617,38.748,13.558,15.175,0.566,38.346,5721,1533,7.386,15.132,2.858,0.35,0.86
45.13,10.735,5.353,89.896,0.837,10.773,4624,1532,78.69,4.93,2.005,0.499,0.953
426.503,24.644,22.035,153.573,0.872,26.509,5077,1524,163.009,22.938,1.118,0.894,0.957
151.26,22.114,8.709,141.24,0.668,22.113,491,1536,142.765,9.721,2.539,0.394,0.868
55.545,11.532,6.133,0.041,0.707,12.985,5745,1540,12.529,6.338,1.881,0.532,0.914
194.902,19.884,12.48,156.967,0.859,20.276,381,1545,159.677,12.913,1.593,0.628,0.947
224.162,20.749,13.755,165.948,0.824,21.185,2138,1554,158.552,14.087,1.508,0.663,0.938
49.593,8.238,7.665,134.994,0.981,9.018,4351,1556,128.66,7.746,1.075,0.93,0.943
30.252,8.886,4.335,149.659,0.787,9.579,3696,1562,143.973,4.98,2.05,0.488,0.897
120.016,12.601,12.127,93.975,0.952,13.362,2294,1567,108.435,11.972,1.039,0.962,0.951
32.236,10.896,3.767,16.3,0.609,11.135,4180,1573,18.435,4.42,2.893,0.346,0.833
188.951,20.097,11.971,99.35,0.79,21.009,5847,1567,103.57,12.788,1.679,0.596,0.92
54.057,9.507,7.239,65.667,0.793,11.135,4824,1593,55.305,7.042,1.313,0.761,0.92
60.504,12.109,6.362,34.476,0.726,13.231,4011,1594,25.201,7.469,1.903,0.525,0.878
51.081,13.986,4.65,15.823,0.581,14.518,3686,1601,22.834,5.326,3.008,0.332,0.858
68.439,11.138,7.823,28.693,0.744,12.928,5422,1609,29.358,8.908,1.424,0.702,0.89
112.577,15.401,9.307,168.596,0.791,17.018,4315,1603,155.556,9.155,1.655,0.604,0.934
85.301,14.719,7.379,128.89,0.759,15.509,4236,1605,140.528,8.295,1.995,0.501,0.908
213.251,18.569,14.622,169.111,0.807,20.796,4411,1612,151.699,16.197,1.27,0.787,0.929
137.869,18.137,9.679,54.133,0.798,18.592,3566,1638,52.696,10.141,1.874,0.534,0.931
23.805,7.909,3.832,99.167,0.829,8.243,5139,1617,109.983,4.183,2.064,0.484,0.873
79.845,14.58,6.973,11.326,0.647,16.575,4551,1634,12.265,8.451,2.091,0.478,0.834
61,13.069,5.943,83.046,0.776,12.985,3456,1647,77.471,6.252,2.199,0.455,0.904
129.935,14.319,11.553,5.881,0.889,15.169,3923,1647,21.801,11.268,1.239,0.807,0.941
66.951,11.651,7.317,143.263,0.856,12.598,5567,1645,153.435,7.967,1.592,0.628,0.9
63.479,11.053,7.312,6.302,0.871,11.355,4666,1658,29.745,7.042,1.512,0.662,0.938
139.357,13.876,12.787,133.044,0.866,15.202,4703,1654,166.608,13.768,1.085,0.921,0.917
61.992,13.808,5.716,29.258,0.708,14.172,3999,1668,26.565,6.299,2.415,0.414,0.887
145.804,36.494,5.087,171.34,0.322,34.392,4978,1665,169.38,5.843,7.174,0.139,0.824
71.414,12.693,7.164,57.156,0.867,13.099,3165,1682,53.746,7.813,1.772,0.564,0.923
141.341,20.119,8.945,142.294,0.747,21.29,5493,1672,145.784,9.461,2.249,0.445,0.924
91.748,12.527,9.325,159.055,0.941,13.231,3213,1682,154.799,9.806,1.343,0.744,0.939
133.406,20.803,8.165,9.375,0.637,22.27,5294,1694,18.435,8.451,2.548,0.393,0.929
53.561,10.483,6.506,178.295,0.846,10.933,5608,1699,14.931,7.042,1.611,0.621,0.908
149.772,31.355,6.082,0.611,0.375,32.187,3783,1704,10.081,6.338,5.155,0.194,0.869
295.08,21.623,17.375,27.448,0.798,23.068,4067,1701,167.661,18.855,1.244,0.804,0.915
66.951,15.727,5.42,14.587,0.613,16.485,4494,1709,19.983,6.077,2.901,0.345,0.906
76.87,11.712,8.357,26.067,0.909,12.598,3607,1721,26.565,9.133,1.402,0.713,0.934
123.487,14.856,10.584,105.154,0.871,15.589,4368,1710,108.435,11.049,1.404,0.712,0.931
428.982,29.846,18.3,27.806,0.809,30.314,3656,1742,30.735,19.526,1.631,0.613,0.945
40.171,10.736,4.764,31.991,0.662,12.116,2665,1731,35.538,5.86,2.253,0.444,0.876
227.137,20.682,13.983,50.832,0.734,22.852,5153,1754,56.31,14.996,1.479,0.676,0.903
55.049,12.834,5.461,10.819,0.576,14.242,3183,1739,8.531,6.338,2.35,0.426,0.847
486.015,34.068,18.164,7.166,0.757,36.163,2774,1757,6.71,19.45,1.876,0.533,0.953
101.17,16.877,7.633,13.148,0.656,18.645,2890,1748,10.886,8.451,2.211,0.452,0.897
243.999,23.447,13.25,14.806,0.579,28.597,3398,1774,9.926,15.555,1.77,0.565,0.855
90.26,16.876,6.81,5.796,0.601,19.222,3503,1762,8.427,7.042,2.478,0.403,0.919
115.552,20.73,7.097,24.921,0.488,22.754,2975,1777,21.801,8.188,2.921,0.342,0.853
89.268,13.479,8.432,146.129,0.895,14.518,4399,1766,140.906,8.963,1.599,0.626,0.942
282.682,24.52,14.679,14.659,0.774,24.088,4572,1793,37.875,14.51,1.67,0.599,0.941
31.244,9.469,4.201,23.373,0.67,10.398,3238,1781,28.301,5.039,2.254,0.444,0.875
134.398,30.355,5.637,19.686,0.387,29.036,2659,1797,22.834,6.632,5.385,0.186,0.816
67.943,20.536,4.213,29.63,0.342,22.852,4237,1802,33.69,6.039,4.875,0.205,0.725
498.413,55.18,11.501,2.619,0.38,58.722,3521,1798,5.505,13.38,4.798,0.208,0.907
35.211,10.043,4.464,16.194,0.644,10.398,3169,1808,28.301,5.345,2.25,0.444,0.826
1359.353,61.823,27.996,20.151,0.652,67.26,4587,1847,17.676,30.842,2.208,0.453,0.952
78.357,11.384,8.764,173.346,0.937,11.805,3023,1806,162.646,8.451,1.299,0.77,0.943
199.861,18.997,13.396,99.823,0.814,20.532,5386,1806,120.964,13.38,1.418,0.705,0.946
56.04,14.432,4.944,20.813,0.615,15.12,2588,1819,27.759,5.514,2.919,0.343,0.886
85.301,12.095,8.979,105.718,0.655,14.259,3266,1821,122.905,11.023,1.347,0.742,0.809
1268.598,41.178,39.225,54.473,0.819,44.372,3206,1830,125.961,40.845,1.05,0.953,0.955
227.137,31.442,9.198,23.578,0.336,38.43,3831,1852,13.782,13.99,3.418,0.293,0.659
305.991,43.203,9.018,156.636,0.408,39.868,4403,1836,162.525,10.168,4.791,0.209,0.856
213.251,21.407,12.684,173.756,0.848,22.546,3489,1846,165.53,12.676,1.688,0.592,0.952
415.592,29.457,17.963,78.226,0.665,33.188,4110,1893,72.719,19.85,1.64,0.61,0.912
514.779,38.456,17.044,5.663,0.667,39.248,4998,1869,9.293,19.014,2.256,0.443,0.927
23.805,9.813,3.089,176.962,0.536,10.657,3874,1861,172.405,3.507,3.177,0.315,0.828
269.788,23.253,14.773,84.165,0.879,23.61,5268,1897,72.646,14.085,1.574,0.635,0.965
156.219,21.65,9.187,7.005,0.672,23.41,5426,1880,15.709,9.859,2.357,0.424,0.917
234.081,22.675,13.144,63.29,0.715,24.088,4950,1908,74.745,13.159,1.725,0.58,0.894
47.114,11.344,5.288,6.115,0.776,11.805,4601,1888,17.354,5.634,2.145,0.466,0.896
62.984,14.921,5.374,102.553,0.652,15.381,4705,1886,105.945,5.91,2.776,0.36,0.882
360.544,34.716,13.223,13.489,0.472,35.777,4746,1915,10.204,18.445,2.625,0.381,0.704
68.439,16.458,5.295,3.539,0.552,17.83,5539,1904,9.09,5.634,3.109,0.322,0.887
105.138,32.469,4.123,116.96,0.234,34.341,4354,1906,118.142,5.534,7.875,0.127,0.673
48.106,12.447,4.921,17.416,0.69,12.299,964,1915,23.629,5.464,2.529,0.395,0.851
154.731,19.307,10.204,18.268,0.775,19.337,4505,1925,33.111,10.912,1.892,0.529,0.922
456.755,30.931,18.802,5.263,0.71,35.021,3313,1944,15.154,20.264,1.645,0.608,0.921
42.154,13.546,3.962,1.788,0.578,13.546,2472,1924,8.973,4.225,3.419,0.292,0.881
52.073,15.323,4.327,173.252,0.42,17.732,3556,1935,173.157,5.634,3.541,0.282,0.802
948.72,58.473,20.658,2.041,0.532,64.47,2471,1965,6.271,22.799,2.83,0.353,0.908
212.755,27.092,9.999,12.162,0.436,31.257,2895,1955,22.521,13.051,2.71,0.369,0.747
28.268,8.493,4.238,167.773,0.853,8.908,1886,1941,161.565,4.225,2.004,0.499,0.927
47.114,8.709,6.888,2.226,0.89,9.579,2284,1960,17.103,7.042,1.264,0.791,0.905
44.634,12.21,4.654,19.043,0.562,13.872,2854,1967,23.962,5.636,2.623,0.381,0.818
289.625,29.048,12.695,161.718,0.661,31.635,3206,1970,163.179,15.039,2.288,0.437,0.9
79.845,15.415,6.595,13.927,0.708,16.739,2361,1974,22.249,7.042,2.337,0.428,0.928
51.577,10.146,6.473,15.826,0.876,10.75,1793,1984,31.608,7.042,1.567,0.638,0.904
162.17,17.996,11.474,17.561,0.802,19.617,3804,1989,21.038,12.676,1.568,0.638,0.912
157.211,23.637,8.468,162.502,0.567,25.391,1042,1983,160.56,9.131,2.791,0.358,0.906
140.349,22.861,7.817,12.102,0.553,23.913,5483,2000,13.627,9.047,2.925,0.342,0.856
122.496,17.587,8.868,7.044,0.56,21.418,917,1998,9.462,10.999,1.983,0.504,0.833
35.211,8.359,5.363,42.646,0.869,8.824,1441,2008,28.61,5.976,1.559,0.642,0.887
157.211,23.994,8.343,17.693,0.593,25.195,2483,2018,26.565,9.738,2.876,0.348,0.889
32.732,7.733,5.389,162.085,0.791,8.48,4484,2011,138.366,5.669,1.435,0.697,0.868
99.683,14.137,8.978,16.211,0.814,16.09,1529,2025,23.199,9.155,1.575,0.635,0.922
994.842,48.103,26.333,158.665,0.701,54.28,4100,2022,157.094,30.423,1.827,0.547,0.934
217.715,23.776,11.659,168.151,0.609,28.187,733,2021,167.005,14.085,2.039,0.49,0.882
47.61,9.772,6.203,12.486,0.911,10.398,1978,2030,28.301,6.338,1.575,0.635,0.937
238.048,29.374,10.318,17.827,0.452,32.31,1569,2058,16.46,13.978,2.847,0.351,0.732
99.683,17.35,7.315,163.589,0.689,17.606,3961,2037,163.74,7.846,2.372,0.422,0.891
83.317,12.852,8.254,154.991,0.8,14.259,1801,2046,159.775,9.133,1.557,0.642,0.911
784.567,50.321,19.851,14.438,0.588,55.245,2894,2080,11.023,20.867,2.535,0.394,0.938
122.991,26.681,5.869,8.165,0.407,28.873,675,2061,12.68,6.338,4.546,0.22,0.931
914.005,39.323,29.595,175.789,0.8,42.018,5118,2068,166.43,31,1.329,0.753,0.927
64.967,11.936,6.93,150.199,0.862,12.319,4434,2058,149.036,7.606,1.722,0.581,0.91
138.365,15.832,11.128,76.539,0.858,17.149,1036,2084,70.821,11.268,1.423,0.703,0.943
356.576,22.29,20.368,5.613,0.64,27.465,3649,2082,22.62,23.212,1.094,0.914,0.875
219.203,25.533,10.931,16.721,0.631,26.293,4551,2098,20.376,11.613,2.336,0.428,0.897
62.984,11.329,7.078,171.1,0.888,11.657,3347,2089,154.983,7.042,1.601,0.625,0.948
94.227,17.615,6.811,28.125,0.678,18.605,1932,2104,29.476,7.559,2.586,0.387,0.922
177.048,17.176,13.125,51.495,0.887,18.949,888,2114,48.013,14.085,1.309,0.764,0.953
182.503,23.469,9.901,89.421,0.618,23.61,2755,2130,72.646,11.268,2.37,0.422,0.872
49.593,9.153,6.898,2.347,0.784,10.469,1133,2103,160.346,7.746,1.327,0.754,0.881
201.349,17.698,14.485,21.964,0.789,19.376,2636,2119,160.907,15.656,1.222,0.818,0.92
298.552,36.496,10.415,30.77,0.517,36.869,3742,2140,28.523,11.914,3.504,0.285,0.847
65.463,21.673,3.846,36.039,0.335,23.441,2855,2133,32.735,5.279,5.635,0.177,0.735
288.633,30.342,12.112,37.787,0.499,35.527,2792,2154,39.369,16.922,2.505,0.399,0.795
84.805,12.185,8.862,0.556,0.858,12.928,2942,2129,150.642,9.155,1.375,0.727,0.924
122,22.809,6.81,35.845,0.56,22.546,1659,2160,38.66,8.008,3.349,0.299,0.877
26.284,7.047,4.749,108.248,0.807,7.873,3062,2140,116.565,4.93,1.484,0.674,0.922
782.087,48.403,20.573,133.969,0.591,54.554,4065,2145,140.763,22.632,2.353,0.425,0.906
210.276,23.309,11.486,13.087,0.67,26.312,3845,2164,15.524,13.362,2.029,0.493,0.901
91.252,22.338,5.201,7.066,0.456,23.068,644,2159,12.339,5.634,4.295,0.233,0.913
409.145,28.433,18.322,169.609,0.639,35.86,4776,2152,160.498,18.876,1.552,0.644,0.865
1579.548,54.583,36.845,0.649,0.823,56.968,3309,2205,8.531,38.028,1.481,0.675,0.967
1241.817,84.126,18.795,4.134,0.388,88.166,5015,2188,3.205,21.702,4.476,0.223,0.831
111.585,14.743,9.637,173.168,0.919,14.922,3593,2173,160.71,9.155,1.53,0.654,0.962
381.869,31.732,15.322,7.029,0.66,35.324,1398,2186,4.574,16.479,2.071,0.483,0.937
122.991,18.85,8.308,30.801,0.67,20.532,4250,2205,30.964,9.327,2.269,0.441,0.907
38.187,9.294,5.232,57.62,0.699,11.135,1708,2208,55.305,5.984,1.776,0.563,0.851
213.251,19.27,14.09,174.348,0.784,20.807,1254,2204,156.038,15.33,1.368,0.731,0.942
433.942,26.818,20.603,37.669,0.862,27.392,3995,2230,17.969,20.853,1.302,0.768,0.942
49.593,11.115,5.681,1.68,0.771,11.135,2150,2214,161.565,5.634,1.956,0.511,0.913
27.772,6.948,5.089,3.284,0.927,7.352,1765,2225,163.301,4.93,1.365,0.733,0.933
265.324,38.806,8.705,16.734,0.345,40.147,3057,2245,21.615,12.499,4.458,0.224,0.705
39.675,9.584,5.271,2.484,0.811,10.083,1844,2230,167.905,5.634,1.818,0.55,0.874
466.673,39.246,15.14,9.526,0.541,43.01,4567,2241,2.816,18.895,2.592,0.386,0.859
155.723,27.533,7.201,24.039,0.509,26.472,2366,2262,28.61,8.003,3.823,0.262,0.852
77.862,19.019,5.212,1.694,0.485,20.03,2618,2252,10.125,5.634,3.649,0.274,0.875
57.032,10.663,6.81,1.184,0.818,11.464,3040,2260,169.38,7.042,1.566,0.639,0.924
188.455,17.036,14.085,41.903,0.793,19.337,1916,2280,56.889,14.172,1.21,0.827,0.935
27.772,6.421,5.507,36.985,0.95,7.042,1148,2266,36.87,5.976,1.166,0.858,0.882
188.455,20.758,11.559,168.376,0.758,21.74,791,2273,155.095,11.716,1.796,0.557,0.916
43.146,11.279,4.871,15.037,0.733,11.805,1421,2277,17.354,5.524,2.316,0.432,0.883
35.707,7.994,5.687,8.603,0.98,8.509,4575,2287,24.444,5.634,1.406,0.711,0.929
186.471,21.405,11.092,178.066,0.72,22.711,4333,2283,172.875,11.972,1.93,0.518,0.923
71.414,15.424,5.895,26.301,0.628,16.798,2778,2301,33.024,6.929,2.617,0.382,0.878
63.975,12.213,6.67,177.344,0.753,12.696,4150,2301,19.44,7.042,1.831,0.546,0.905
1333.069,67.853,25.014,15.736,0.177,82.202,1840,2345,9.866,31.605,2.713,0.369,0.637
114.065,23.615,6.15,1.626,0.458,25.595,1816,2308,7.907,6.338,3.84,0.26,0.904
31.244,7.792,5.105,55.434,0.825,9.018,1170,2315,51.34,5.904,1.526,0.655,0.887
192.918,18.258,13.453,30.068,0.842,19.567,3498,2326,30.256,13.857,1.357,0.737,0.936
61.496,10.249,7.64,13.46,0.972,10.726,3469,2329,23.199,7.746,1.341,0.745,0.932
97.203,13.427,9.218,144.197,0.846,13.978,3643,2323,130.914,9.859,1.457,0.687,0.912
371.454,24.878,19.011,162.081,0.802,27.183,4910,2333,143.427,19.82,1.309,0.764,0.949
79.845,13.948,7.289,179.134,0.808,13.836,4189,2334,165.256,7.746,1.914,0.523,0.91
327.812,35.704,11.69,17.813,0.523,38.578,1485,2358,21.413,14.03,3.054,0.327,0.877
62.984,12.879,6.227,23.849,0.745,14.172,2137,2356,26.565,6.929,2.068,0.483,0.891
67.943,10.785,8.021,80.751,0.922,11.377,4069,2364,68.199,7.746,1.344,0.744,0.951
