Area,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
253.918,23.199,13.936,141.096,0.756,24.978,3390,2355,139.574,14.441,1.665,0.601,0.928
54.553,10.565,6.574,15.139,0.636,12.696,3036,2367,33.69,7.746,1.607,0.622,0.859
72.902,11.171,8.309,138.504,0.942,11.721,1956,2365,122.735,8.818,1.344,0.744,0.93
25.789,9.286,3.536,67.71,0.646,9.783,3108,2383,59.744,4.094,2.626,0.381,0.832
32.236,8.915,4.604,75.725,0.668,9.783,1495,2389,59.744,4.892,1.936,0.516,0.861
44.138,7.989,7.034,125.969,0.933,8.596,1935,2382,124.992,7.042,1.136,0.88,0.927
146.3,15.147,12.298,149.233,0.881,17.192,2055,2385,145.008,11.972,1.232,0.812,0.961
1019.143,42.826,30.3,21.975,0.766,46.099,859,2434,34.418,33.305,1.413,0.708,0.933
48.601,14.496,4.269,8.039,0.552,15.055,1962,2401,10.784,4.872,3.396,0.294,0.867
45.13,8.742,6.573,53.821,0.88,9.474,1574,2408,41.987,7.349,1.33,0.752,0.892
78.853,18.616,5.393,29.432,0.494,19.567,2741,2414,30.256,6.299,3.452,0.29,0.809
40.667,8.982,5.765,11.49,0.915,9.448,2429,2416,26.565,5.634,1.558,0.642,0.943
70.423,12.434,7.211,11.404,0.563,15.12,1044,2430,27.759,9.87,1.724,0.58,0.74
185.975,19.341,12.243,24.066,0.665,22.678,3768,2433,25.769,14.085,1.58,0.633,0.851
58.52,11.683,6.378,13.456,0.764,12.479,4138,2438,16.39,6.946,1.832,0.546,0.904
207.796,23.264,11.373,177.972,0.592,27.69,4295,2436,7.306,12.676,2.046,0.489,0.876
122.991,26.882,5.825,37.515,0.433,27.055,2808,2462,38.66,6.993,4.615,0.217,0.809
43.146,8.53,6.44,17.493,0.842,9.809,1735,2449,21.038,7.042,1.324,0.755,0.902
63.975,10.845,7.511,37.315,0.858,12.116,2197,2465,35.538,8.465,1.444,0.693,0.921
472.624,40.62,14.815,163.662,0.501,46.697,5209,2458,156.915,17.486,2.742,0.365,0.904
65.463,10.687,7.799,15.836,0.855,11.972,2902,2471,28.072,8.451,1.37,0.73,0.923
284.17,21.331,16.962,59.601,0.837,23.673,5112,2495,59.621,17.592,1.258,0.795,0.943
22.813,6.557,4.43,59.202,0.972,7.042,1843,2480,53.13,4.93,1.48,0.675,0.893
92.244,13.704,8.57,40.274,0.85,14.259,1346,2490,32.905,8.465,1.599,0.625,0.921
354.096,22.499,20.039,30.569,0.865,24.808,5022,2502,34.592,20.235,1.123,0.891,0.956
43.146,11.176,4.916,175.715,0.775,10.933,2971,2489,165.069,4.93,2.274,0.44,0.926
258.381,21.401,15.372,65.083,0.884,21.751,2595,2526,60.945,16.377,1.392,0.718,0.954
46.618,10.498,5.654,179.733,0.837,10.469,3440,2500,160.346,5.634,1.857,0.539,0.94
64.471,12.152,6.755,116.9,0.833,12.116,661,2499,125.538,7.163,1.799,0.556,0.9
307.975,31.95,12.273,23.193,0.598,33.478,3800,2525,22.249,14.165,2.603,0.384,0.884
150.764,23.013,8.341,162.248,0.612,23.829,4287,2515,161.03,9.617,2.759,0.362,0.889
137.869,26.543,6.614,22.226,0.427,28.519,1468,2534,20.225,8.866,4.013,0.249,0.779
182.999,23.812,9.785,177.57,0.645,25.44,3221,2538,4.764,9.859,2.434,0.411,0.951
69.927,16.073,5.539,33.649,0.622,16.798,2258,2544,33.024,6.25,2.902,0.345,0.887
76.374,14.718,6.607,130.613,0.717,14.972,4226,2534,131.186,7.661,2.228,0.449,0.846
72.902,17.159,5.41,4.42,0.553,17.135,5048,2544,170.538,6.338,3.172,0.315,0.862
117.536,21.38,7,13.946,0.533,22.732,708,2560,16.189,7.427,3.054,0.327,0.875
125.471,18.528,8.622,39.959,0.76,18.751,2725,2567,34.287,9.414,2.149,0.465,0.918
356.08,26.286,17.248,111.403,0.759,28.327,5475,2557,124.875,18.738,1.524,0.656,0.917
59.512,12.693,5.97,18.268,0.73,13.601,2530,2566,21.251,6.841,2.126,0.47,0.892
533.624,31.15,21.812,8.155,0.86,32.517,835,2587,17.65,21.831,1.428,0.7,0.964
51.081,11.297,5.757,9.155,0.675,12.479,2346,2570,16.39,6.338,1.962,0.51,0.88
354.592,21.679,20.826,75.129,0.829,24.088,5209,2604,52.125,21.016,1.041,0.961,0.943
109.601,15.072,9.259,171.991,0.827,15.747,1314,2583,169.695,9.806,1.628,0.614,0.917
54.553,13.168,5.275,38.47,0.672,13.674,4156,2601,34.509,6.474,2.496,0.401,0.863
180.52,15.958,14.403,93.02,0.922,17.149,2424,2593,109.179,14.789,1.108,0.903,0.95
58.52,19.513,3.818,163.946,0.365,19.376,2110,2596,160.907,4.674,5.11,0.196,0.752
475.104,53.893,11.225,4.508,0.445,52.685,1768,2623,8.455,11.477,4.801,0.208,0.95
47.114,11.361,5.28,8.242,0.754,11.805,5145,2613,17.354,5.634,2.152,0.465,0.892
34.219,9.881,4.41,3.429,0.798,10.254,1688,2622,15.945,4.225,2.241,0.446,0.926
82.325,12.662,8.278,0.785,0.845,13.836,4594,2629,14.744,8.451,1.53,0.654,0.927
116.544,18.989,7.815,30.884,0.669,19.567,1585,2636,30.256,9.339,2.43,0.412,0.9
160.186,15.68,13.007,73.562,0.852,17.662,5588,2652,66.501,13.943,1.206,0.83,0.923
24.301,7.527,4.111,172.04,0.811,8.243,2372,2634,160.017,4.225,1.831,0.546,0.891
81.333,12.78,8.103,42.111,0.737,14.972,901,2654,48.814,9.448,1.577,0.634,0.889
71.91,10.82,8.462,10.763,0.86,11.657,1214,2653,25.017,8.451,1.279,0.782,0.918
101.666,23.112,5.601,174.502,0.457,23.505,1274,2652,171.384,6.41,4.126,0.242,0.847
164.154,18.807,11.114,31.367,0.756,21.751,780,2669,29.055,12.676,1.692,0.591,0.935
254.414,22.785,14.217,54.908,0.734,25.518,5369,2687,50.599,14.848,1.603,0.624,0.933
43.146,11.475,4.787,8.431,0.742,11.614,4410,2668,14.036,4.93,2.397,0.417,0.916
186.967,20.54,11.59,32.746,0.818,20.568,5400,2691,38.047,12.394,1.772,0.564,0.921
70.918,16.409,5.503,3.757,0.556,17.662,1087,2675,175.426,6.338,2.982,0.335,0.867
87.284,22.176,5.011,148.847,0.419,23.673,5219,2679,149.621,6.476,4.425,0.226,0.807
98.195,26.109,4.789,8.588,0.373,26.509,1394,2698,16.991,5.631,5.452,0.183,0.802
54.553,11.036,6.294,179.814,0.721,12.299,3953,2697,13.241,6.338,1.753,0.57,0.909
40.667,8.722,5.937,16.005,0.934,9.155,5008,2705,22.62,6.338,1.469,0.681,0.911
58.024,9.757,7.572,155.758,0.928,10.563,2891,2703,143.13,7.746,1.289,0.776,0.932
61.992,14.169,5.571,174.288,0.681,15.055,2066,2711,169.216,5.634,2.543,0.393,0.912
138.861,15.283,11.569,30.946,0.927,16.09,4466,2724,23.199,11.951,1.321,0.757,0.944
38.683,10.839,4.544,113.652,0.708,11.135,696,2717,124.695,4.899,2.385,0.419,0.876
55.545,15.414,4.588,28.209,0.57,15.235,952,2735,33.69,5.039,3.359,0.298,0.848
1163.956,52.946,27.991,172.129,0.691,57.596,2806,2743,168.003,30.986,1.892,0.529,0.951
38.187,17.288,2.812,27.589,0.267,19.844,1561,2740,27.474,3.779,6.147,0.163,0.73
65.959,11.842,7.092,124.24,0.875,12.319,2182,2731,120.964,7.617,1.67,0.599,0.911
24.797,8.789,3.592,150.108,0.736,9.182,793,2746,147.529,4.094,2.447,0.409,0.847
127.455,17.561,9.241,36.843,0.743,19.731,834,2763,34.824,10.457,1.9,0.526,0.924
493.95,32.62,19.28,52.011,0.739,34.793,3618,2784,35.942,19.796,1.692,0.591,0.934
105.138,16.743,7.995,136.037,0.676,18.485,5247,2752,139.635,9.42,2.094,0.478,0.898
193.414,19.674,12.517,162.081,0.797,20.807,4283,2762,156.038,13.258,1.572,0.636,0.92
63.479,11.884,6.801,31.19,0.829,12.696,2306,2779,33.69,7.559,1.747,0.572,0.921
50.089,11.145,5.722,16.434,0.747,12.299,3740,2784,23.629,6.338,1.948,0.513,0.898
678.437,86.267,10.013,175.082,0.258,83.289,867,2784,176.121,11.978,8.615,0.116,0.796
42.65,11.063,4.909,155.962,0.647,12.598,704,2782,153.435,5.669,2.254,0.444,0.851
942.769,47.554,25.242,173.274,0.793,47.825,3177,2796,166.373,24.807,1.884,0.531,0.969
92.244,14.566,8.063,163.66,0.803,15.589,4246,2791,161.565,8.818,1.807,0.554,0.912
73.398,30.459,3.068,5.971,0.216,30.575,2084,2809,7.943,4.567,9.927,0.101,0.676
131.422,21.557,7.762,159.73,0.609,22.046,5387,2804,153.435,8.685,2.777,0.36,0.9
88.276,13.486,8.335,168.962,0.811,14.242,1876,2816,171.469,9.133,1.618,0.618,0.922
42.154,10.955,4.899,8.795,0.748,11.614,2254,2825,14.036,4.93,2.236,0.447,0.924
382.861,27.592,17.667,161.887,0.732,30.607,4525,2824,156.975,19.718,1.562,0.64,0.947
175.064,25.425,8.767,5.519,0.624,25.45,961,2833,14.421,9.155,2.9,0.345,0.94
1736.263,79.84,27.689,6.504,0.557,79.403,2304,2856,6.621,31,2.883,0.347,0.921
35.707,9.483,4.794,17.178,0.765,9.809,729,2841,21.038,5.567,1.978,0.506,0.894
229.121,21.302,13.695,170.527,0.872,22.057,5213,2841,163.301,13.38,1.555,0.643,0.96
4147.987,78.028,67.686,146.485,0.724,87.803,4505,2885,149.115,66.249,1.153,0.867,0.945
254.414,24.716,13.106,8.73,0.619,26.547,3419,2872,21.801,16.605,1.886,0.53,0.858
41.162,8.341,6.283,55.471,0.887,8.824,2187,2862,28.61,6.614,1.328,0.753,0.874
73.894,11.829,7.954,79.385,0.741,13.099,3181,2877,53.746,8.451,1.487,0.672,0.892
212.259,34.989,7.724,4.487,0.4,37.49,2461,2872,5.389,8.451,4.53,0.221,0.931
94.723,15.672,7.696,13.695,0.78,15.381,1922,2881,15.945,8.104,2.036,0.491,0.929
130.926,21.331,7.815,12.905,0.617,22.381,3507,2889,12.724,8.669,2.729,0.366,0.913
53.561,9.521,7.163,29.21,0.938,10.156,1337,2893,33.69,7.559,1.329,0.752,0.915
59.016,9.985,7.525,157.284,0.921,10.254,3677,2893,164.055,7.85,1.327,0.754,0.908
362.031,35.839,12.862,160.172,0.643,35.443,1596,2896,159.044,13.348,2.786,0.359,0.944
136.382,17.157,10.121,175.545,0.845,17.422,4898,2908,165.964,10.563,1.695,0.59,0.937
104.642,14.125,9.432,128.925,0.823,15.12,4273,2905,117.759,10.5,1.498,0.668,0.888
217.715,29.532,9.387,29.498,0.568,30.575,1387,2930,28.926,10.301,3.146,0.318,0.92
304.007,22.789,16.985,3.286,0.739,24.497,4824,2913,161.565,19.012,1.342,0.745,0.898
440.885,35.995,15.595,0.164,0.61,39.662,1106,2938,6.116,16.562,2.308,0.433,0.89
262.845,28.894,11.582,18.395,0.662,29.215,1698,2937,15.376,12.127,2.495,0.401,0.933
105.138,16.383,8.171,159.785,0.817,17.018,4679,2935,155.556,9.023,2.005,0.499,0.944
1139.655,53.489,27.128,7.635,0.672,57.462,3067,2965,19.323,29.261,1.972,0.507,0.905
269.292,35.833,9.569,30.684,0.45,39.134,5186,2964,30.256,11.559,3.745,0.267,0.864
37.195,7.268,6.516,8.968,0.946,8.213,1372,2947,30.964,6.338,1.115,0.897,0.943
198.373,24.31,10.39,33.852,0.565,27.347,5252,2971,34.509,12.335,2.34,0.427,0.857
201.845,26.037,9.87,168.818,0.617,27.347,1734,2962,168.111,11.102,2.638,0.379,0.914
350.625,31.955,13.97,12.377,0.676,31.94,1459,2971,14.036,14.055,2.287,0.437,0.945
1854.791,68.309,34.572,174.981,0.662,68.831,2723,2979,160.267,34.979,1.976,0.506,0.926
57.032,12.408,5.852,175.543,0.682,13.454,1356,2974,173.991,6.338,2.12,0.472,0.891
228.625,20.353,14.302,43.895,0.867,20.568,1193,2997,38.047,14.507,1.423,0.703,0.94
62.488,10.257,7.757,41.437,0.886,11.355,2041,2986,29.745,8.203,1.322,0.756,0.906
305.991,23.613,16.499,158.921,0.769,27.402,3239,2989,154.093,16.901,1.431,0.699,0.921
475.6,31.141,19.446,142.736,0.787,31.885,2640,3002,149.47,19.364,1.601,0.624,0.943
308.471,41.13,9.549,16.433,0.426,43.05,3550,3011,15.173,10.467,4.307,0.232,0.917
97.699,15.369,8.094,139.901,0.836,15.235,1444,3006,146.31,8.465,1.899,0.527,0.912
113.073,13.768,10.457,17.938,0.889,14.922,3084,3021,19.29,11.023,1.317,0.76,0.938
2988.494,84.931,44.802,17.086,0.713,91.974,3645,3073,18.296,46.817,1.896,0.528,0.951
118.032,17.569,8.554,16.741,0.693,19.235,1070,3029,23.749,9.848,2.054,0.487,0.896
58.52,13.065,5.703,26.347,0.685,14.172,1264,3034,26.565,6.507,2.291,0.437,0.881
42.154,9.643,5.566,11.31,0.873,10.083,1278,3036,24.775,5.634,1.733,0.577,0.924
3088.673,124.261,31.648,3.898,0.467,128.942,1725,3049,178.122,32.569,3.926,0.255,0.948
122,22.9,6.783,173.777,0.56,22.113,2084,3035,170.838,7.244,3.376,0.296,0.874
145.308,16.726,11.061,19.127,0.868,18.269,2464,3050,27.553,11.268,1.512,0.661,0.948
377.405,29.651,16.206,55.701,0.66,33.7,4136,3086,63.97,18.923,1.83,0.547,0.914
103.65,16.071,8.212,29.791,0.798,16.425,1118,3065,30.964,8.985,1.957,0.511,0.923
126.463,26.097,6.17,86.541,0.447,26.908,4966,3094,83.991,6.338,4.23,0.236,0.912
95.715,14.253,8.55,34.141,0.766,15.509,5208,3078,50.528,9.576,1.667,0.6,0.885
108.113,17.77,7.746,22.746,0.708,18.051,2932,3085,20.556,8.223,2.294,0.436,0.901
235.568,19.689,15.234,179.119,0.695,23.165,3275,3085,19.537,16.684,1.292,0.774,0.891
110.097,16.624,8.432,170.777,0.719,17.606,2394,3087,163.74,9.155,1.971,0.507,0.917
104.642,12.478,10.678,29.317,0.881,13.674,2585,3103,55.491,10.76,1.169,0.856,0.925
128.447,18.1,9.035,169.505,0.782,18.791,1335,3096,167.005,9.155,2.003,0.499,0.949
81.333,14.953,6.925,45.87,0.731,16.44,1022,3119,46.736,7.469,2.159,0.463,0.916
45.13,11.487,5.002,2.498,0.8,11.464,2381,3108,10.62,4.93,2.297,0.435,0.929
3382.265,98.545,43.7,168.764,0.44,109.979,4029,3111,158.199,44.886,2.255,0.443,0.843
833.664,49.973,21.24,19.216,0.663,49.446,5229,3140,17.403,23.628,2.353,0.425,0.904
108.113,16.178,8.509,159.578,0.793,17.393,4401,3110,158.629,9.662,1.901,0.526,0.926
157.211,26.69,7.5,1.405,0.502,26.397,2203,3134,9.211,9.155,3.559,0.281,0.834
32.236,7.808,5.257,19.025,0.82,9.182,2418,3140,32.471,5.634,1.485,0.673,0.909
34.715,9.516,4.645,138.476,0.857,10.009,2488,3137,140.711,4.98,2.049,0.488,0.903
370.462,32.276,14.614,156.639,0.656,33.218,4775,3140,147.995,16.931,2.208,0.453,0.871
433.942,29.007,19.047,129.726,0.818,29.845,1520,3143,109.29,19.376,1.523,0.657,0.933
188.951,31.482,7.642,4.871,0.393,34.765,867,3160,6.981,9.362,4.12,0.243,0.797
1107.915,68.308,20.651,18.249,0.457,71.224,2456,3205,14.311,24.228,3.308,0.302,0.8
52.073,12.347,5.37,136.804,0.781,12.538,1208,3163,141.843,5.478,2.299,0.435,0.913
174.073,18.081,12.258,131.638,0.86,19.027,4604,3165,141.009,12.947,1.475,0.678,0.945
63.975,13.583,5.997,154.225,0.73,13.889,2438,3174,149.534,6.614,2.265,0.441,0.896
481.551,37.315,16.431,16.804,0.687,37.582,4670,3195,12.995,17.912,2.271,0.44,0.907
297.56,27.413,13.821,5.481,0.748,27.609,1450,3198,5.856,13.796,1.984,0.504,0.938
395.755,36.96,13.633,163.862,0.52,39.399,5168,3188,155.726,17.244,2.711,0.369,0.815
1635.588,63.14,32.982,30.248,0.624,68.874,1521,3242,16.026,40.431,1.914,0.522,0.839
63.975,12.081,6.742,19.435,0.802,13.287,814,3209,32.005,7.042,1.792,0.558,0.949
229.121,25.325,11.519,170.015,0.706,25.136,1007,3204,168.69,12.575,2.199,0.455,0.882
830.688,44.554,23.739,4.827,0.62,48.795,1200,3226,20.266,27.465,1.877,0.533,0.862
78.357,15.363,6.494,163.177,0.689,15.589,2309,3210,161.565,7.126,2.366,0.423,0.908
141.341,16.479,10.92,47.245,0.705,18.751,1626,3236,34.287,12.198,1.509,0.663,0.909
315.414,30.155,13.318,145.026,0.71,30.29,2453,3224,144.462,13.944,2.264,0.442,0.938
302.519,23.571,16.341,24.68,0.701,27.092,2162,3248,8.973,18.035,1.442,0.693,0.875
670.502,41.075,20.784,139.175,0.511,48.673,2828,3244,148.61,26.799,1.976,0.506,0.761
132.91,19.485,8.685,164.595,0.717,20.043,751,3240,161.565,9.353,2.244,0.446,0.927
207.796,20.454,12.935,42.663,0.797,22.001,906,3262,50.194,13.874,1.581,0.632,0.933
536.6,37.277,18.328,12.141,0.719,35.324,4529,3272,23.499,18.666,2.034,0.492,0.924
1139.159,62.227,23.309,165.965,0.521,63.118,2530,3280,169.066,25.183,2.67,0.375,0.889
1518.548,57.44,33.661,81.226,0.679,61.057,3376,3264,97.289,36.926,1.706,0.586,0.936
123.983,16.939,9.319,94.314,0.841,17.422,4885,3264,104.036,9.155,1.818,0.55,0.945
95.715,15.958,7.637,166.323,0.735,16.09,2407,3267,156.801,8.287,2.09,0.479,0.928
121.008,13.928,11.062,142.08,0.903,15.071,2694,3273,127.405,11.898,1.259,0.794,0.94
818.786,52.09,20.014,1.704,0.449,60.629,5046,3313,2.663,23.536,2.603,0.384,0.806
2041.758,66.53,39.075,1.675,0.672,70.299,1675,3333,10.972,42.165,1.703,0.587,0.924
135.39,14.793,11.653,168.663,0.88,15.888,1655,3296,12.804,12.676,1.269,0.788,0.933
174.569,16.411,13.543,131.79,0.748,18.106,1333,3300,103.496,15.235,1.212,0.825,0.891
275.739,22.466,15.627,16.086,0.781,25.166,2227,3333,17.928,16.568,1.438,0.696,0.917
423.527,32.414,16.636,171.731,0.721,35.021,607,3320,164.846,17.606,1.948,0.513,0.942
1268.598,56.305,28.687,14.779,0.656,59.377,4832,3371,33.879,31.907,1.963,0.509,0.874
461.714,44.861,13.104,13.586,0.537,44.075,3879,3343,12.926,14.502,3.423,0.292,0.897
78.357,14.981,6.659,23.739,0.704,16.09,2679,3337,23.199,7.559,2.25,0.445,0.916
581.73,45.544,16.263,13.88,0.552,50.015,4505,3352,9.728,17.64,2.801,0.357,0.928
99.683,14.778,8.588,143.999,0.842,15.235,5161,3347,146.31,9.014,1.721,0.581,0.914
329.796,26.593,15.79,13.002,0.747,27.618,2862,3366,19.359,16.901,1.684,0.594,0.933
459.234,30.999,18.862,164.209,0.701,33.722,2709,3360,151.294,21.127,1.643,0.608,0.91
209.78,21.173,12.615,13.627,0.759,22.852,4445,3373,33.69,12.871,1.678,0.596,0.933
118.528,14.808,10.191,110.292,0.783,16.258,1376,3363,107.65,10.911,1.453,0.688,0.921
661.575,34.544,24.385,168.707,0.763,38.604,1414,3374,165.203,26.056,1.417,0.706,0.939
95.715,14.546,8.378,8.519,0.729,15.055,5408,3374,169.216,9.155,1.736,0.576,0.919
216.723,19.784,13.948,22.142,0.815,20.616,4670,3384,7.853,14.698,1.418,0.705,0.927
411.129,34.573,15.141,179.608,0.656,37.43,4143,3390,175.684,15.493,2.283,0.438,0.923
3348.046,71.181,59.888,178.743,0.653,81.353,4022,3457,16.082,61.268,1.189,0.841,0.917
367.487,28.625,16.346,16.825,0.661,32.798,3789,3406,14.931,18.85,1.751,0.571,0.863
81.333,12.787,8.098,98.221,0.834,13.156,3995,3391,105.524,8.784,1.579,0.633,0.899
231.601,21.769,13.546,23.94,0.773,24.068,5114,3426,20.556,15.43,1.607,0.622,0.931
27.772,6.222,5.684,113.718,0.911,6.936,4264,3408,156.038,6.269,1.095,0.914,0.882
286.154,22.539,16.165,9.323,0.84,24.497,4315,3432,18.435,16.901,1.394,0.717,0.941
41.658,10.424,5.088,17.378,0.772,11.023,2278,3424,26.565,5.634,2.049,0.488,0.913
790.518,34.122,29.498,63.678,0.828,37.904,4737,3463,54.834,31.84,1.157,0.864,0.948
444.852,35.817,15.814,23.569,0.459,42.546,4857,3453,28.686,20.313,2.265,0.442,0.756
98.195,18.466,6.771,103.903,0.659,18.31,1192,3435,112.62,7.003,2.727,0.367,0.915
97.203,17.704,6.991,130.931,0.736,17.606,4174,3447,126.87,7.328,2.532,0.395,0.905
1223.963,59.19,26.329,160.743,0.637,59.51,2292,3466,159.206,26.698,2.248,0.445,0.931
440.885,34.645,16.203,4.119,0.727,34.16,5077,3473,8.297,16.429,2.138,0.468,0.924
147.292,18.104,10.359,14.513,0.476,21.185,5410,3472,15.422,12.248,1.748,0.572,0.826
579.25,58.441,12.62,30.878,0.417,59.423,2677,3510,31.43,15.134,4.631,0.216,0.851
111.089,13.433,10.529,116.394,0.884,14.705,1103,3473,106.699,10.955,1.276,0.784,0.916
453.283,27.828,20.739,107.589,0.804,29.711,2123,3483,121.43,20.423,1.342,0.745,0.956
242.511,20.77,14.866,137.901,0.831,21.842,4884,3491,159.228,15.437,1.397,0.716,0.927
157.707,15.964,12.578,58.695,0.857,17.774,5512,3514,56.31,13.322,1.269,0.788,0.946
65.959,10.823,7.76,25.276,0.92,11.355,5105,3513,29.745,8.198,1.395,0.717,0.937
54.057,14.73,4.672,144.515,0.626,14.654,4884,3508,144.782,5.281,3.153,0.317,0.848
491.47,32.919,19.009,6.454,0.596,36.47,3601,3531,169.992,22.852,1.732,0.577,0.867
216.227,41.006,6.714,162.231,0.32,41.876,5055,3508,160.346,8.386,6.108,0.164,0.776
122.991,20.421,7.668,176.408,0.602,20.166,4965,3527,167.905,9.102,2.663,0.376,0.845
5207.796,129.028,51.39,0.782,0.62,129.365,1222,3553,175.003,56.736,2.511,0.398,0.939
94.723,13.817,8.729,144.082,0.668,15.747,1905,3533,153.435,10.393,1.583,0.632,0.847
1434.239,58.262,31.344,20.315,0.436,71.941,4870,3580,23.051,42.394,1.859,0.538,0.729
102.658,12.326,10.605,150.047,0.943,12.947,663,3538,157.62,10.955,1.162,0.86,0.941
165.642,30.99,6.805,26.308,0.38,31.908,4571,3557,22.036,8.791,4.554,0.22,0.751
384.844,24.785,19.77,11.035,0.679,27.211,5319,3564,10.437,20.423,1.254,0.798,0.884
664.055,40.648,20.8,151.179,0.653,44.12,3807,3552,151.39,23.016,1.954,0.512,0.904
2352.708,56.923,52.624,86.641,0.858,59.264,2863,3568,110.158,53.78,1.082,0.924,0.976
627.852,32.34,24.719,151.144,0.762,35.415,2758,3585,162.646,27.121,1.308,0.764,0.917
124.975,18.183,8.751,96.535,0.766,18.283,5518,3574,105.642,9.155,2.078,0.481,0.935
117.536,15.64,9.569,8.598,0.789,16.38,5559,3587,25.463,9.859,1.634,0.612,0.928
636.282,38.184,21.216,148.824,0.52,42.906,4691,3591,156.801,25.914,1.8,0.556,0.796
314.918,23.132,17.334,178.28,0.758,26.519,3186,3604,169.287,18.31,1.334,0.749,0.934
1289.923,48.972,33.537,13.526,0.772,56.126,4178,3627,17.526,35.185,1.46,0.685,0.967
88.276,13.636,8.243,78.587,0.8,14.172,824,3632,63.435,9.131,1.654,0.604,0.918
88.276,15.449,7.276,164.702,0.752,15.589,4639,3625,161.565,8.198,2.123,0.471,0.91
273.755,30.978,11.252,8.073,0.587,33.7,4413,3640,10.84,11.972,2.753,0.363,0.94
250.446,25.863,12.33,58.127,0.478,30.249,2638,3668,65.225,17.161,2.098,0.477,0.748
276.731,38.58,9.133,54.642,0.373,41.876,1906,3675,47.726,12.723,4.224,0.237,0.684
50.089,9.897,6.444,153.956,0.851,10.563,3615,3634,143.13,7.061,1.536,0.651,0.898
69.927,10.96,8.123,54.132,0.913,11.721,5459,3650,57.265,8.963,1.349,0.741,0.937
710.672,41.865,21.613,156.801,0.708,43.939,3580,3657,158.369,22.438,1.937,0.516,0.943
44.138,12.072,4.655,5.394,0.686,12.157,2918,3659,10.008,4.93,2.593,0.386,0.886
78.357,13.097,7.617,131.353,0.743,14.085,1872,3664,143.13,8.524,1.719,0.582,0.854
116.544,16.328,9.088,30.212,0.626,19.376,3885,3677,19.093,10.423,1.797,0.557,0.838
92.74,12.112,9.749,160.933,0.92,12.696,4080,3678,160.56,10.419,1.242,0.805,0.93
130.926,16.702,9.981,49.504,0.797,18.485,3743,3692,40.365,10.708,1.673,0.598,0.938
99.187,13.966,9.043,145.825,0.883,14.856,5398,3683,148.57,9.461,1.544,0.648,0.932
130.43,16.611,9.997,24.155,0.721,18.751,5501,3702,34.287,10.535,1.662,0.602,0.901
1765.523,76.298,29.463,25.822,0.512,78.346,1961,3760,35.119,35.67,2.59,0.386,0.814
143.821,19.761,9.267,4.308,0.704,20.724,3531,3701,9.782,9.859,2.132,0.469,0.916
464.69,32.068,18.45,19.9,0.635,38.443,2683,3721,28.443,20.139,1.738,0.575,0.891
141.837,14.485,12.467,144.809,0.926,15.636,5596,3696,125.838,12.676,1.162,0.861,0.958
181.512,20.997,11.007,117.583,0.734,21.842,858,3701,110.772,12.353,1.908,0.524,0.878
2440.984,66.105,47.016,177.574,0.847,68.834,2203,3746,13.61,48.102,1.406,0.711,0.974
2215.83,54.818,51.466,85.994,0.833,59.109,1216,3787,74.805,51.919,1.065,0.939,0.959
164.154,27.209,7.682,12.968,0.538,26.723,2874,3726,18.435,8.924,3.542,0.282,0.872
99.187,12.123,10.417,22.053,0.916,13.674,3636,3738,34.509,9.859,1.164,0.859,0.964
381.869,39.062,12.447,16.854,0.558,38.809,2992,3745,11.514,14.162,3.138,0.319,0.865
114.561,13.653,10.684,113.566,0.908,14.805,3869,3742,115.346,11.268,1.278,0.783,0.933
182.999,16.959,13.739,32.812,0.92,17.606,1749,3765,36.87,14.441,1.234,0.81,0.947
1035.509,66.096,19.947,9.033,0.354,79.627,3061,3751,177.973,27.441,3.314,0.302,0.743
121.008,21.181,7.274,150.776,0.604,22.102,803,3754,149.349,8.188,2.912,0.343,0.889
270.78,25.365,13.592,19.95,0.749,26.056,4505,3781,18.925,14.199,1.866,0.536,0.937
1772.962,58.066,38.876,14.889,0.706,61.844,1552,3821,30.069,43.322,1.494,0.67,0.93
450.803,65.314,8.788,9.751,0.291,63.552,2397,3786,12.804,9.358,7.432,0.135,0.889
